Token,Item Name,Description,Category,GTIN,SKU,Variation Name,Unit and Precision,Price,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Basic Bee,New Quantity Basic Bee,Stock Alert Enabled Basic Bee,Stock Alert Count Basic Bee,Tax - Michigan Sales Tax (6%)
WKIJFUN2APWKCCGP2U7GXPVY,Slick Crop,,Tops,,slkcrpl,large,,25.00,Size,large,,,10.50,Privy,,2,,,,Y
LINSXICUTMW5QKGP7CU3T2QW,Slick Skirt,Sexy metallic cropped midi skirt<br />95%POLYESTER 5%SPANDEX | IMPORTED<br />MODEL IS 5’8″ AND IS WEARING A SMALL,Skirts,,slcksks,small,,35.00,Size,small,,,10.50,Privy,,2,,,,Y
JAPXJ2I3WI2LMJMIH4CNUE7A,Slick Skirt,,Skirts,,slckskm,medium,,35.00,Size,medium,,,10.50,Privy,,1,,,,Y
GIA4VBDONBEIBIQ6AHYBU2AF,Slick Skirt,,Skirts,,slckskl,large,,35.00,Size,large,,,10.50,Privy,,2,,,,Y
KWJ63S5JJ6R3RKSMWV655CSB,Small Gear Hoops,,Accessories,,471966G,Gold,,12.00,Metal,Gold,,,5.00,Wona Trading,,0,,,,Y
BA4JYLX6KQK3EZ2PRO4JL6KM,Small Gear Hoops,,Accessories,,471966S,Silver,,12.00,Metal,Silver,,,5.00,Wona Trading,,1,,,,Y
LHSRWQ4RNOJQDM4QVNZSQYJ7,Small Heart Chain Necklace,,Accessories,,,Gold,,15.00,Metal,Gold,,,1.50,AliExpress,,2,,,,Y
2F7OBXOGSKTQPN27IDNKA5JH,Small Heart Chain Necklace,,Accessories,,,Silver,,15.00,Metal,Silver,,,1.50,AliExpress,,2,,,,Y
WOBNQYE4SWTFAPNHL6XEJ4VJ,Small Pendant Necklace,,Accessories,,CHEV,"Gold, Chevron",,14.00,Metal,Gold,Pendant,Chevron,4.25,Wona Trading,,0,,,,Y
MZ27HLO2PWSILRI3PLDOT7JG,Small Pendant Necklace,,Accessories,,BULBG,"Gold, Bulb",,14.00,Metal,Gold,Pendant,Bulb,4.25,Wona Trading,,1,,,,Y
YBTZ5ZU25PTBR3Z6VQA3MEXQ,Small Pendant Necklace,,Accessories,,HEARTG,"Gold, Hearts",,14.00,Metal,Gold,Pendant,Hearts,5.75,Wona Trading,,1,,,,Y
U73OD5NOCZGC6DIKZ3LEFIDP,Small Pendant Necklace,,Accessories,,HRTCHN,"Gold, Chain heart",,14.00,Metal,Gold,Pendant,Chain heart,4.25,Wona Trading,,1,,,,Y
WBCRK7ZQI7TDVRSIXQ3GI57M,Small Pendant Necklace,,Accessories,,LIPS,"Gold, Lips",,14.00,Metal,Gold,Pendant,Lips,4.25,Wona Trading,,1,,,,Y
T52ZKZFQUBDO5OGWDU4S3V5V,Small Pendant Necklace,,Accessories,,LINKSG,"Gold, Links",,14.00,Metal,Gold,Pendant,Links,6.50,Wona Trading,,0,,,,Y
LGHVQDCLIXIN3ZCNS7IXO6HR,Small Pendant Necklace,,Accessories,,CHEVS,"Silver, Chevron",,14.00,Metal,Silver,Pendant,Chevron,4.25,Wona Trading,,1,,,,Y
S6POCMTYLOLUXJBRZQKDBCZ7,Small Pendant Necklace,,Accessories,,BULBS,"Silver, Bulb",,14.00,Metal,Silver,Pendant,Bulb,4.25,Wona Trading,,1,,,,Y
ZDPY5XZ4YZKSDKXG2NGKK6ST,Small Pendant Necklace,,Accessories,,HEARTS,"Silver, Hearts",,14.00,Metal,Silver,Pendant,Hearts,5.75,Wona Trading,,1,,,,Y
GQGYJBEJMIQYA2ADVVW6BG75,Small Pendant Necklace,,Accessories,,HRTCHNS,"Silver, Chain heart",,14.00,Metal,Silver,Pendant,Chain heart,4.25,Wona Trading,,1,,,,Y
UWTVPNDQ6CG2RHXH4ASOTVJY,Small Pendant Necklace,,Accessories,,BOLT,"Silver, Bolt",,14.00,Metal,Silver,Pendant,Bolt,5.75,Wona Trading,,1,,,,Y
RMZVMJCLANMJSWTGEYLXEQAT,Small Pendant Necklace,,Accessories,,STARS,"Silver, Stars",,14.00,Metal,Silver,Pendant,Stars,5.75,Wona Trading,,0,,,,Y
X5KLY7DNFWV6BNZBETRL5DDD,Small Pendant Necklace,,Accessories,,STAR,"Silver, Star",,14.00,Metal,Silver,Pendant,Star,5.75,Wona Trading,,1,,,,Y
25LVF7LUP3W7NZ7EVJFU3BVA,Small Pendant Necklace,,Accessories,,LINKS,"Silver, Links",,14.00,Metal,Silver,Pendant,Links,6.50,Wona Trading,,1,,,,Y
UVUZOFDYY4ABVDN6ODVCNA2F,Smiley Purse,"Plush Smiley Face Bag 
Comes with Removable Gold Crossbody Chain 

23cm Tall
32cm Wide
3 cm Deep",Accessories,,smiwh,White,,28.00,Color,White,,,9.96,AliExpress,,2,,,,Y
SI2QBH7QJY3FRB4TQBPBWV4F,Smiley Purse,,Accessories,,smita,Tan,,28.00,Color,Tan,,,9.96,AliExpress,,0,,,,Y
YW622ZNUJSNMREYOBTXLAJU7,Smiley Purse,,Accessories,,smile,Leopard,,28.00,Color,Leopard,,,9.96,AliExpress,,2,,,,Y
O6ONE36ZPNBUGGROR6FPSMMW,Snake Hoops,,Accessories,,469449,Regular,,14.00,,,,,3.25,Wona Trading,,1,,,,Y
QMUGJSL7VRHC5ZBK56ADDKBG,Snow Owl Skirt,"Knit Fuzzy Skirt 
45%ACRYLIC 30%NYLON 25%POLY

Model Wears Size Small
Pair with Snow Owl Sweater",Skirts,,Snowsks,small,,32.00,Size,small,,,16.00,Salty,,3,,,,Y
2STNG6UFBRLZRR5VCLGWUYDB,Snow Owl Skirt,,Skirts,,Snowskm,medium,,32.00,Size,medium,,,16.00,Salty,,2,,,,Y
6WHUVMNJUN5KRT3ZLD5RQDK6,Snow Owl Skirt,,Skirts,,Snowskl,large,,32.00,Size,large,,,16.00,Salty,,1,,,,Y
NLNHVS6UXKZ4B23NB7AFB6RW,Snow Owl Sweater,"Knit Fuzzy Sweater
45%ACRYLIC 30%NYLON 25%POLY

Model Wears Size Small
Pair with Snow Owl Skirt",Sweaters,,Snowsws,small,,32.00,Size,small,,,16.00,Salty,,1,,,,Y
5JCKEPJDBXKVLXZK5GCE2WYU,Snow Owl Sweater,,Sweaters,,Snowswm,medium,,32.00,Size,medium,,,16.00,Salty,,1,,,,Y
J2EWM6V7IQPWYZKDZMT7KLGX,Snow Owl Sweater,,Sweaters,,Snowswl,large,,32.00,Size,large,,,16.00,Salty,,1,,,,Y
CPTWEDW7QWX5LIBLBEVWPURW,Spike Hoops,,Accessories,,471971,Regular,,14.00,,,,,4.25,Wona Trading,,1,,,,Y
7M6LZJCX4EFKUQWV7AXYUM67,Split Crew Neck,"50% POLYESTER, 50% COTTON",Hoodies,,scrxr,"x-small, Red",,37.00,Size,x-small,Color,Red,15.28,Daisy Street,,1,,,,Y
35LWOQUXSIGUOSYUE2EIQIWQ,Split Crew Neck,,Hoodies,,scrxg,"x-small, Green",,37.00,Size,x-small,Color,Green,15.28,Daisy Street,,1,,,,Y
LHPJWMCUZ3JPXYY5RF7OZASD,Split Crew Neck,,Hoodies,,scrxb,"x-small, Blue",,37.00,Size,x-small,Color,Blue,15.28,Daisy Street,,1,,,,Y
KVZYKVN5UNMO5WK63UP7ZSI4,Split Crew Neck,,Hoodies,,scrsr,"small, Red",,37.00,Size,small,Color,Red,15.28,Daisy Street,,2,,,,Y
NRITSVLXNMIPW4LSCJEOHJPP,Split Crew Neck,,Hoodies,,scrsg,"small, Green",,37.00,Size,small,Color,Green,15.28,Daisy Street,,2,,,,Y
NBE7V25OLOSQMU7N6KCJ5N2S,Split Crew Neck,,Hoodies,,scrsb,"small, Blue",,37.00,Size,small,Color,Blue,15.28,Daisy Street,,2,,,,Y
C4P3F2W6PVIKGMZASHIUHLC2,Split Crew Neck,,Hoodies,,scrmr,"medium, Red",,37.00,Size,medium,Color,Red,15.28,Daisy Street,,2,,,,Y
OH32NNSALBQ7ZYNBGRY4F3UV,Split Crew Neck,,Hoodies,,scrmg,"medium, Green",,37.00,Size,medium,Color,Green,15.28,Daisy Street,,2,,,,Y
TKJQSZFMKH7TXIIQQ6MUZFDB,Split Crew Neck,,Hoodies,,scrml,"medium, Blue",,37.00,Size,medium,Color,Blue,15.28,Daisy Street,,2,,,,Y
KWRXO27MZ7CJIHC32MJU3VOL,Split Crew Neck,,Hoodies,,scrlr,"large, Red",,37.00,Size,large,Color,Red,15.28,Daisy Street,,1,,,,Y
LXFPMFLEN2Y4GPYTDUSDNKHW,Split Crew Neck,,Hoodies,,scrlg,"large, Green",,37.00,Size,large,Color,Green,15.28,Daisy Street,,1,,,,Y
6IUQTXCFXXEXB6ZYXYLORWYI,Split Crew Neck,,Hoodies,,scrlb,"large, Blue",,37.00,Size,large,Color,Blue,15.28,Daisy Street,,1,,,,Y
CIXAEY3RJ5SA6QIOBTLSGK72,Square Cross Body,,Accessories,,sqblk,Black,,42.00,Color,Black,,,21.00,AliExpress,,1,,,,Y
GPOVMMVWA6PQWPAE5MR74HMC,Square Cross Body,,Accessories,,sqtan,Tan,,42.00,Color,Tan,,,21.00,AliExpress,,1,,,,Y
4VOPTNBHXXVFCHSLUT6CCDHW,Square Neck Crop,"83 % POLYESTER / 17 % SPANDEX

-SQUARE NECK
-CROP TOP
-SLEEVELESS
-DOUBLE LAYERED
-STRETCHY and FIT HUGGING MATERIAL",Tops,,seambs,"Black, small",,20.00,Color,Black,Size,small,8.75,Tresser,,2,,,,Y
LXANOK6DXXCGELI37GQOZLOA,Square Neck Crop,,Tops,,seambm,"Black, medium",,20.00,Color,Black,Size,medium,8.75,Tresser,,1,,,,Y
W3SARPVHOID57ZXG3JR7XXKU,Square Neck Crop,,Tops,,seambl,"Black, large",,20.00,Color,Black,Size,large,8.75,Tresser,,1,,,,Y
JTKTURCQ5OR7PQRORVOSUV6H,Square Neck Crop,,Tops,,seamts,"Tan, small",,20.00,Color,Tan,Size,small,8.75,Tresser,,3,,,,Y
K7MR42FQRL27TFCJCLP7J5SD,Square Neck Crop,,Tops,,seamtm,"Tan, medium",,20.00,Color,Tan,Size,medium,8.75,Tresser,,2,,,,Y
4BJYIZ73PLPR6JQHINK5J2UX,Square Neck Crop,,Tops,,seamtl,"Tan, large",,20.00,Color,Tan,Size,large,8.75,Tresser,,1,,,,Y
B3T2XEWXJSHSQD6I536DPKR7,Star Druzy Earrings,,Accessories,,SE4-2362-NVR,Red,,10.00,Color,Red,,,3.50,Wona Trading,,1,,,,Y
RGP7OSAAM4GJDSRWR5VR4CSA,Star Druzy Earrings,,Accessories,,SE4-2362-NVB,Blue,,10.00,Color,Blue,,,3.50,Wona Trading,,1,,,,Y
4KUCWALPDGQ536ESETZ26RF2,Star Druzy Earrings,,Accessories,,SE4-2362-NVG,Gold,,10.00,Color,Gold,,,3.50,Wona Trading,,0,,,,Y
OH5R7UXQTWVHVR6262UISOKQ,Star Druzy Earrings,,Accessories,,SE4-2362-NVP,Pewter,,10.00,Color,Pewter,,,3.50,Wona Trading,,1,,,,Y
R4EWDKPRZMQ3Q4APD6ET7J6B,Star Druzy Earrings,,Accessories,,SE4-2362-NVS,Silver,,10.00,Color,Silver,,,3.50,Wona Trading,,1,,,,Y
6LPZDXH7S3DHGDKIFF4O2D7U,Star Druzy Necklace,,Accessories,,STARR,Red,,10.00,Color,Red,,,4.25,Wona Trading,,1,,,,Y
FYF7PT3PNQCAQVZAOTNY3C4J,Star Druzy Necklace,,Accessories,,STARB,Blue,,10.00,Color,Blue,,,4.25,Wona Trading,,1,,,,Y
2SMGJ5O23OOG7LEXU5A7YPCP,Star Druzy Necklace,,Accessories,,STARW,White,,10.00,Color,White,,,4.25,Wona Trading,,0,,,,Y
RPOJNWWZ3AJC7BSYCJ2KAD6A,Star Druzy Necklace,,Accessories,,STARBLK,Black,,10.00,Color,Black,,,4.25,Wona Trading,,0,,,,Y
LNJKOVYHV5TLN6GWYNORKMPS,Star Druzy Necklace,,Accessories,,STARG,Grey,,10.00,Color,Grey,,,4.25,Wona Trading,,1,,,,Y
SA5BTJT5VUQ6RIV6DGSSWLGW,Star Druzy Necklace,,Accessories,,STARM,Mauve,,10.00,Color,Mauve,,,4.25,Wona Trading,,1,,,,Y
NIRMK3YVBF43PFLQTWVAGZTA,Star Druzy Necklace,,Accessories,,STARGLD,Gold,,10.00,Color,Gold,,,4.25,Wona Trading,,0,,,,Y
WEBHC6BHJKF62TLTS57EUTNV,Star Druzy Necklace,,Accessories,,STARP,Pewter,,10.00,Color,Pewter,,,4.25,Wona Trading,,1,,,,Y
HBSWMWZ5OJ3HA6DTPE4ESOFZ,Star hoops,,Accessories,,STARHOG,Gold,,13.00,Metal,Gold,,,2.50,Wona Trading,,0,,,,Y
42JW7V7AXVZDIYTN337NK3GO,Star hoops,,Accessories,,STARHOS,Silver,,13.00,Metal,Silver,,,2.50,Wona Trading,,1,,,,Y
JGOUNK2OIYDBVEAHXWAMBEYR,Star Necklace,"Necklace Size : 14"" + 3"" L",Accessories,,strnkg,Gold,,15.00,Metal,Gold,,,3.75,Wona Trading,,1,,,,Y
MMYGZECZYKWMCNOD7ISVI5AE,Star Necklace,,Accessories,,strnks,Silver,,15.00,Metal,Silver,,,3.75,Wona Trading,,1,,,,Y
QVEB3CEFRSTIPVOFSLXIL3DT,Stay Savage Sweatshirt,Stay savage graphic sweatshirt <br /><br />Premium cotton<br />unisex sizing<br />classic fit,Tops,,stays,small,,35.00,Size,small,,,15.00,Blume & Co.,,2,,,,Y
RU5K6KKQZEM7EDR2VAJXGHC5,Stay Savage Sweatshirt,,Tops,,staym,medium,,35.00,Size,medium,,,15.00,Blume & Co.,,2,,,,Y
E6IV65I26OIUABSZOGNCC4ME,Stay Savage Sweatshirt,,Tops,,stayl,large,,35.00,Size,large,,,15.00,Blume & Co.,,1,,,,Y
JEWPFI4L3EK5RWLL77FDFGT7,Stone PU Crossbody,,Accessories,,STONEW,White,,45.00,Color,White,,,22.37,,,1,,,,Y
JSOFU52VCYUNXAIIFIZK5FON,Stone PU Crossbody,,Accessories,,STONET,Tan,,45.00,Color,Tan,,,22.37,,,1,,,,Y
QIDD2PCWV77QRBWCDADELBY3,Storm Crop,"The NANA JUDY Storm Crop features an original mixed up vintage logo graphic on a cropped boxy tee fit.  Vibrant yet classic,  style it back with the high waisted Matira pant for ultimate street chic.<br /><br />Our model is wearing a size small tee. Model is 5 ft 7 in tall <br /><br />- Length: 43cm (size small) <br />- Boxy fit; cropped  <br />- Pure cotton jersey; lightweight; ribbed stretch; <br />- Vintage Black washed black base <br />- Ribbed crew neckline <br />- Short sleeves; raw edges <br />- Vintage vibrant original logo graphic  <br />- Raw edge hemline <br />",Tees,,2010XS,x-small,,40.00,Size,x-small,,,19.00,NaNa Judy,,1,,,,Y
SG4PLIYXVERBBMGHJK2WVBFM,Storm Crop,,Tees,,2010S,small,,40.00,Size,small,,,19.00,NaNa Judy,,2,,,,Y
57NVXRX6SPWUDX6QALCZLJOG,Storm Crop,,Tees,,2010M,medium,,40.00,Size,medium,,,19.00,NaNa Judy,,1,,,,Y
3PK3JICGNLDCWYSVMF5POVZL,Storm Crop,,Tees,,2010L,large,,40.00,Size,large,,,19.00,NaNa Judy,,,,,,Y
K2RADCNHSB24TU4LTAQAIGNP,Storm Crop,,Tees,,2010XL,x-large,,40.00,Size,x-large,,,19.00,NaNa Judy,,,,,,Y
5OFDBQMWWTVTTW5BVRQ5PJZA,Strappy Crop Tank,"Spaghetti strap cropped tank with a U-neckline.  The flex rib fabric was designed with comfort in mind.  It's soft, stretchy, and made to move with you.  You'll want to wear it everyday!  By Joah Brown

Sizing: X/S (0-2), S/M (4-6), M/L (8-10
Model is 5'8"" and wearing size X/S
Fabric: 88% Rayon, 12% Spandex
Care: Machine wash cold with like colors.  Lay flat to dry. Made in Los Angeles. ",Tees,,stopsg,"small/medium, Green",,58.00,Group sizing,small/medium,Color,Green,21.35,Joah Brown,,2,,,,Y
3EA6ZZAOQ6RAM33QKHGF53OL,Strappy Crop Tank,,Tees,,stopsb,"small/medium, Black",,58.00,Group sizing,small/medium,Color,Black,21.35,Joah Brown,,2,,,,Y
4OBKIVZRIN2HHRXWULOFNBPN,Strappy Crop Tank,,Tees,,stopsd,"small/medium, Dune",,58.00,Group sizing,small/medium,Color,Dune,21.35,Joah Brown,,1,,,,Y
MDHE2JW65YRHMRJQSKDL6JBB,Strappy Crop Tank,,Tees,,stopmg,"medium/large, Green",,58.00,Group sizing,medium/large,Color,Green,21.35,Joah Brown,,2,,,,Y
ASFCHLW4G4STYHXMFUH37X35,Strappy Crop Tank,,Tees,,stopmb,"medium/large, Black",,58.00,Group sizing,medium/large,Color,Black,21.35,Joah Brown,,2,,,,Y
SFGDAGMH6BPW5JLN7MMMRERN,Strappy Crop Tank,,Tees,,stopmd,"medium/large, Dune",,58.00,Group sizing,medium/large,Color,Dune,21.35,Joah Brown,,0,,,,Y
QTQVYRIKYBSR5W4GYCXC4OEP,Strappy Crop Tank,,Tees,,stopxg,"x-small/small, Green",,58.00,Group sizing,x-small/small,Color,Green,21.35,Joah Brown,,2,,,,Y
IT3GLSG3IFJNDC5PHTE6UUNO,Strappy Crop Tank,,Tees,,stopxb,"x-small/small, Black",,58.00,Group sizing,x-small/small,Color,Black,21.35,Joah Brown,,2,,,,Y
7XUPFCYMMZM4XF4MCXLBPOGG,Strappy Crop Tank,,Tees,,stopxd,"x-small/small, Dune",,58.00,Group sizing,x-small/small,Color,Dune,21.35,Joah Brown,,2,,,,Y
YWSTPCNX65HV5RDHK4RIUDCW,Stripe LA Sweatshirt,,Hoodies,,LAstrp,x-small,,42.00,Size,x-small,,,16.80,,,,,,,Y
ZUIABBZX3DVM2EY2GKRTAWAB,Stripe LA Sweatshirt,,Hoodies,,LAstrps,small,,42.00,Size,small,,,16.80,,,,,,,Y
DDPBCTVL7PKSCBBHSF5FPC2L,Stripe LA Sweatshirt,,Hoodies,,LAstrpm,medium,,42.00,Size,medium,,,16.80,,,,,,,Y
TFUYQDLMNAVCJQBDQUL7OWO2,Stripe LA Sweatshirt,,Hoodies,,LAstrpl,large,,42.00,Size,large,,,16.80,,,,,,,Y
XJVN55GS2GXOWSXMBPOYCDNO,Stripe textured chain necklace,,Accessories,,467460,Gold,,15.00,,,,,4.00,AliExpress,,1,,,,Y
2MAEXKKDPTH54ZSUWROJDLTC,Stripe textured chain necklace,,Accessories,,467461,Silver,,15.00,,,,,4.00,AliExpress,,3,,,,Y
3WVKWXIVWSWP65JBPPJHNFPZ,Sugar Coat It Lip Scrub 1 oz,"Shout out to your pout with this 100% natural lip scrub. Delicious lime & mint formula. Made with real sugar and moisturizing Shea butter and jojoba oil. Vegan-Friendly, Cruelty-Free, Gluten-Free. SLS, Paraben, Phthalate, and Dye-Free.",Gifts,,LSSUGC,default,,11.00,,,,,5.50,Walton Wood Farm Corp,,6,,,,Y
SC5FKX63P6KCGKFFVZ5B5B2Z,Sunburst Hoops,,Accessories,,475628,Regular,,13.00,,,,,4.25,Wona Trading,,1,,,,Y
SHMOR4JIHSYHTOSRC6B62SZQ,Sunburst Necklace,,Accessories,,sunnk,Regular,,15.00,,,,,4.50,Wona Trading,,1,,,,Y
S5VVFEGWOXVDPVZE5JJYOPVM,Sunset Sunglasses,,Accessories,,,Regular,,24.00,,,,,6.44,,,,,,,Y
P4XPKIRPOV5TOU2A75Q2N74Q,Tati Tank Bodysuit,"Knit ribbed scoop back tank bodysuit
93% RAYON, 7% SPANDEX",Tops,,tanks,small,,37.00,Size,small,,,14.75,Hey Babe,,3,,,,Y
VA32MOXCL2LNSINTKVTRB5MY,Tati Tank Bodysuit,,Tops,,tankm,medium,,37.00,Size,medium,,,14.75,Hey Babe,,2,,,,Y
EI6U5ZEEM7E3XYFTHKP7RAZS,Tati Tank Bodysuit,,Tops,,tankl,large,,37.00,Size,large,,,14.75,Hey Babe,,1,,,,Y
A7SVVJUKQGNNLY5PJXYUR3LU,Tatiana Triangle Bikini Set,"High waist short and triangle bikini top set in terry towel material.
COTTON 20% POLYESTER",Sets,,tatis,small,,42.00,Size,small,,,18.00,Tic Toc,,3,,,,Y
57UW2HG27RJFPGWR3O5SAIC3,Tatiana Triangle Bikini Set,,Sets,,tatim,medium,,42.00,Size,medium,,,18.00,Tic Toc,,2,,,,Y
FIVXZZ6GRGQ6AJFNYEOXJRKM,Tatiana Triangle Bikini Set,,Sets,,tatil,large,,42.00,Size,large,,,18.00,Tic Toc,,1,,,,Y
3CCJOAI6BBTIQWWRLLNWBCLW,Taurus Zodiac Perfumette Card Set,"Show your bestie some love this Galentines with a super cute valentine. Includes an intention mantra to help spread magical vibes and a mini perfume to charm the air.

Taurus zodiac perfume beautifies as it reflects its Spring season with a lavish floral bouquet. A velvety undertone makes a sensual home for this earth sign. Makeover your day with its pretty vibe.",Gifts,,ZSET0102,default,,12.00,,,,,6.00,Zodiac Perfumery,,2,,,,Y
DSCGDGOK3DHHJPAJZ2SV3NM4,Taurus Zodiac Sign Card,"Taurus - loyal persistent and stubborn AF. A perfect card for sending a birthday wish to the taurus people in your life. 
• measures 4 x 5.5 inches.
• printed on acid and lignin free white card stock (A2) folded.
• brown kraft envelope.
• blank inside ready for you to write a personal message.
• packaged in a plastic protective sleeve.
• created by v. Starling for honest af cards.",Gifts,,TAUC,4 x 5.5 inches,,5.00,,,,,2.50,Honest AF,,5,,,,Y
MSIUAH6KJXSQRYNDOPRDDLCJ,Textured Circle Earrings,,Accessories,,470111,Silver,,10.00,,,,,2.75,Wona Trading,,1,,,,Y
E3AYKT3CBXHNRIHBR33KCLYH,Textured Circle Earrings,,Accessories,,470110,Gold,,10.00,,,,,2.75,Vervet,,1,,,,Y
BUGGBB3FWUUKCJGDJZ7IKG3A,The Season To Be Festive Card,"'Tis The Season To Be Festive As F*ck.
Card ONLY - This card is blank inside and ready for you to write a personal message.

Details:

-Measures 4 x 5.5 inches
-Printed on acid and lignin free white card stock (A2) folded
-Brown Kraft envelope
-Blank inside
-Packaged in a plastic protective sleeve",Gifts,,FESTC,default,,5.00,,,,,2.50,Honest AF,,5,,,,Y
IP2JIE36WWPZZ634SLZLVJKO,Thea Sweater Dress,"Thick/fitted sweater dress with ribbed contrast, high low hem, puff structured sleeves, and an open back.
Fabric 100% Polyester, Contrast 100% Cotton",Dresses,,OTGS,"Grey, small",,44.00,Color,Grey,Size,small,22.00,Evenuel,,2,,,,Y
N3LGT5NXOQXPTASNPX6UZ62S,Thea Sweater Dress,,Dresses,,OTGM,"Grey, medium",,44.00,Color,Grey,Size,medium,22.00,Evenuel,,0,,,,Y
AW3I7ISW4TLTPOWNVZ4OPSH2,Thea Sweater Dress,,Dresses,,OTGL,"Grey, large",,44.00,Color,Grey,Size,large,22.00,Evenuel,,0,,,,Y
62QWWQFFUM2YJMQLAIC3LBL3,Thea Sweater Dress,,Dresses,,OTOS,"Oyster, small",,44.00,Color,Oyster,Size,small,22.00,Evenuel,,0,,,,Y
CGIKOPSSAXDBMMD7ZD53DMP4,Thea Sweater Dress,,Dresses,,OTOM,"Oyster, medium",,44.00,Color,Oyster,Size,medium,22.00,Evenuel,,0,,,,Y
M5QXOJHPKRFK5C5I6EKABXP5,Thea Sweater Dress,,Dresses,,OTOL,"Oyster, large",,44.00,Color,Oyster,Size,large,22.00,Evenuel,,0,,,,Y
7JMCGXOFCRARD6TE6YDOR3PE,Thin 4 Chain bracelet,,Accessories,,MB2235,Regular,,12.00,,,,,5.00,Wona Trading,,1,,,,Y
ECMLW7R7PMC2S5GW4E77HHYU,Thin Wire Hoops,,Accessories,,476419G,Gold,,15.00,Metal,Gold,,,5.00,Wona Trading,,1,,,,Y
ZR7RL2YEYEPBZGYSDMJZG2QW,Thin Wire Hoops,,Accessories,,476419S,Silver,,15.00,Metal,Silver,,,5.00,Wona Trading,,0,,,,Y
JKAOM6R2RXFQCVITL6AM65SK,Tie Dye Bottom,"Tie Dye Jogger Pants
Elastic Waist Band
Side Pockets
Matching Top Available
100% COTTON",Sweatpants,,04AWS,"White, small",,32.00,Color,White,Size,small,15.75,Endless Blu,,1,,,,Y
NDUDYJPMVHUFYTRHGYXPHNAN,Tie Dye Bottom,,Sweatpants,,04AWM,"White, medium",,32.00,Color,White,Size,medium,15.75,Endless Blu,,0,,,,Y
GCRFIB6D3OPKHXZYLGMTMMW3,Tie Dye Bottom,,Sweatpants,,04AWL,"White, large",,32.00,Color,White,Size,large,15.75,Endless Blu,,2,,,,Y
UAIBSY24CDWUZT2H7RJLSAF6,Tie Dye Bottom,,Sweatpants,,04ABS,"Black, small",,32.00,Color,Black,Size,small,15.75,Endless Blu,,0,,,,Y
KNIRJNJ27AKCV7KND7H5W65U,Tie Dye Bottom,,Sweatpants,,04ABM,"Black, medium",,32.00,Color,Black,Size,medium,15.75,Endless Blu,,0,,,,Y
6A56WIGZYOIGJSKZR4OOKNWR,Tie Dye Bottom,,Sweatpants,,04ABL,"Black, large",,32.00,Color,Black,Size,large,15.75,Endless Blu,,0,,,,Y
KNPTU6AGUCPTSXYUDZW46WTP,Tie Dye Pullover,"Tie Dye Cotton Pullover Top
Matching Pants available
100% Cotton",Tops,,36BWS,"White, small",,32.00,Color,White,Size,small,15.75,Endless Blu,,0,,,,Y
YNFPD5DVFWDROTX56RY55Y2E,Tie Dye Pullover,,Tops,,36BWM,"White, medium",,32.00,Color,White,Size,medium,15.75,Endless Blu,,1,,,,Y
47M4UETDCNMUXR6TPWZIS23H,Tie Dye Pullover,,Tops,,36BWL,"White, large",,32.00,Color,White,Size,large,15.75,Endless Blu,,2,,,,Y
RISUZWZF3VSTZVDDXALU723N,Tie Dye Pullover,,Tops,,36BBS,"Black, small",,32.00,Color,Black,Size,small,15.75,Endless Blu,,0,,,,Y
EU6WBOL3NE4BIEDIPRWAHNBY,Tie Dye Pullover,,Tops,,36BBM,"Black, medium",,32.00,Color,Black,Size,medium,15.75,Endless Blu,,1,,,,Y
QMSBAOJSQTV6Q5DEHK5KXC66,Tie Dye Pullover,,Tops,,36BBL,"Black, large",,32.00,Color,Black,Size,large,15.75,Endless Blu,,1,,,,Y
T36HMHFXLJQGGCBST2MCA2RN,Tiny studs,,Accessories,,STUDCH,Chevron,,10.00,Pendant,Chevron,,,2.00,Wona Trading,,0,,,,Y
XIPY6HJLDZZQWC2KY4VK7KXR,Tiny studs,,Accessories,,STUDST,Star,,10.00,Pendant,Star,,,1.60,Wona Trading,,-1,,,,Y
LNS4CY5WP3UN2LAVDFSF6DCL,Tiny studs,,Accessories,,STUDARW,Arrow,,10.00,Pendant,Arrow,,,2.00,Wona Trading,,2,,,,Y
RCWJXFF6VMKE57ILY4CRLM4F,Tiny studs,,Accessories,,STUDMO,Moon,,10.00,Pendant,Moon,,,1.60,Wona Trading,,1,,,,Y
LLX7C3M2K4GIA7WTLAZTEA5N,Tiny studs,,Accessories,,STUDHEX,Hex,,10.00,Pendant,Hex,,,1.00,Wona Trading,,0,,,,Y
TL5TZ4WZ2OQZHN3EUD4K63TP,Tiny studs,,Accessories,,LIGHT,Lightning,,10.00,Pendant,Lightning,,,2.00,Wona Trading,,0,,,,Y
V33O4KD4V7M2X44S5MDGE26P,TLC Tee,"T-Boz. Left Eye. Chilli. Twenty five years ago the best selling American girl group, TLC, released their iconic album CrazySexyCool! 
Made from 100% cotton,Size small measures chest width: 19""¾’ length: 26""",Tees,,TLCXS,x-small,,74.00,Size,x-small,,,32.00,Daydreamer LA,,0,,,,Y
AG3AD6TWRBLLYCXH6BACKE5W,TLC Tee,,Tees,,TLCS,small,,74.00,Size,small,,,32.00,Daydreamer LA,,2,,,,Y
